cluster 0 gene,cluster 0 score,cluster 1 gene,cluster 1 score,cluster 2 gene,cluster 2 score,cluster 3 gene,cluster 3 score,cluster 4 gene,cluster 4 score,cluster 5 gene,cluster 5 score
Vamp4,0.80738,Rcor1,1.5434948,Rnf103,0.19497494,Abce1,3.0268764,Rcbtb2,0.53623134,Trim62,0.5742097
Fam76a,0.8062519,Yipf4,1.5370455,Myo1d,0.19480163,Ptpn21,3.026187,Kank2,0.5346729,Zfp518a,0.5738668
Smurf1,0.8054528,Tmem55b,1.5350156,Fndc3b,0.19474386,Afg3l1,3.024471,Dock6,0.53174883,Ergic2,0.572038
Ap3s1,0.8054528,2210016L21Rik,1.5350156,Eif2d,0.19410838,Acvr2a,3.0229065,Pten,0.5308491,2510039O18Rik,0.57184744
Cenpt,0.8052883,Zfp106,1.5342543,Ttc7b,0.19376177,Tm9sf4,3.0223346,Tra2a,0.5306724,Pcyox1,0.57085687
Pfdn5,0.8030556,Cep170,1.5308923,Zfp280c,0.19324183,Psma4,3.0203831,Zfp408,0.5298851,Dcaf12,0.5704377
Slc38a10,0.80042326,Sacm1l,1.5301099,Ehbp1,0.19225973,Egr1,3.0159757,Sdhaf2,0.52699316,Stam,0.5704377
Bcar1,0.79713297,Samd5,1.5242739,Gpatch2,0.19220196,Cnot10,3.0068917,Fam222b,0.5235389,Itch,0.56731355
Rars,0.79635733,Kmt2a,1.5235126,Ctnnd2,0.19168203,Sod1,3.0063534,Chst9,0.5151683,Nfasc,0.56681824
Irs2,0.7962869,Crtc3,1.5231743,Med1,0.19162425,Mettl9,2.999658,Clic4,0.5141883,Exosc1,0.56678015
Ppp2r4,0.7962869,Taok3,1.5229417,Eps15l1,0.19046885,Ttc9c,2.9953012,Fa2h,0.5107019,Cnpy3,0.5658657
Rassf3,0.7952058,Sec63,1.5228783,Ergic1,0.19000669,Snrpa,2.9923067,Asic2,0.5088382,Rpe,0.56556094
Tcaf1,0.7947827,Bnip1,1.5221804,P2ry1,0.18931344,Wbscr16,2.9912975,Ints4,0.50822765,Gosr2,0.5652942
Phc1,0.79323155,Slc25a12,1.5217576,Ggps1,0.1891979,Qsox1,2.9879668,Lrrc58,0.508067,Zfp408,0.5651799
Slk,0.79022324,Nup88,1.5209117,Stat5b,0.18885128,Nipsnap1,2.9795892,Evl,0.5058177,Atg4b,0.5629701
D930016D06Rik,0.7901527,D930016D06Rik,1.517296,Rab1a,0.18873574,Nfkb1,2.9746435,Bod1l,0.50541604,Atrn,0.5623986
Chrm3,0.78705037,Pomgnt1,1.5153928,Prrc2b,0.18833135,Polr3e,2.9724061,Brwd3,0.5049501,Rabgef1,0.5616747
Hsf2,0.78629833,Sgsm1,1.5141242,Prr14l,0.18815804,Rabif,2.965324,Pde10a,0.49844322,Tmod3,0.5607222
Sdhb,0.7815508,Zranb1,1.513955,Zwint,0.18752256,Gtf2ird1,2.9637764,Ccm2,0.49392858,Tob2,0.5603412
Zcchc16,0.78101027,Arid1b,1.5136801,Slk,0.18654047,Chtop,2.9620435,Rab1a,0.493543,Eif3j1,0.55805516
Nek9,0.7801642,Cspp1,1.5109735,Uggt1,0.18630938,Psmg2,2.9550288,Pbld2,0.4903297,Nipbl,0.5574455
Uqcrh,0.77903605,Wars,1.5104449,Ogt,0.18544284,Map4,2.9388456,Elovl1,0.49000838,Fgd6,0.5574455
Rufy1,0.7778374,Acap2,1.5086263,P4htm,0.1849229,Mbnl1,2.9356663,Nsmce2,0.48881948,Mtif2,0.55607396
Trmt1l,0.7778139,Chrm3,1.5065964,Pias2,0.18440296,Kdm3b,2.9296608,Slc9a9,0.48284277,Terf2,0.55435944
Ptbp2,0.7744061,Qrich1,1.5022829,Lamtor2,0.1831898,Smc3,2.927945,Fam151a,0.48117188,Ppp2r5a,0.55435944
Ahcyl2,0.773889,Fam135a,1.5007815,Cdk5rap1,0.1829587,Eef2kmt,2.9246814,Plch1,0.47932425,Nol12,0.55416894
Tada3,0.7727844,Fibp,1.4992802,Fam76b,0.18278539,Dock7,2.9231842,Trps1,0.478537,Comt,0.5521496
Plcb4,0.7706222,Fbxo3,1.4935498,Akt3,0.18272762,Fto,2.923016,Tlk2,0.47668937,Eea1,0.5521496
Zscan26,0.76857746,Mok,1.491541,Tbl1xr1,0.18272762,Thoc6,2.9220572,Tbc1d22b,0.47424728,Fa2h,0.5516162
Slc10a7,0.7670968,Tbc1d22a,1.4908221,Nf1,0.18266985,Fam134b,2.91913,Asna1,0.47291377,Ubn2,0.550778
Lrch3,0.76575714,Ube2k,1.48746,Rab40c,0.18145667,Zfp787,2.917347,Galnt11,0.47045562,Hip1r,0.5502065
Herpud1,0.76465255,Tbc1d23,1.4849437,Clstn2,0.18116783,Heatr3,2.9046125,Zc2hc1a,0.47042346,AI846148,0.5487206
Iqcb1,0.76164424,Jarid2,1.4782195,Prr11,0.18099451,Gm1673,2.902577,Ccdc25,0.46569997,Dnajc5,0.54830146
Ptgr2,0.7612212,Lactb,1.4769086,Cspp1,0.18053235,Shroom3,2.898977,Esrp1,0.4645271,Mief1,0.5480729
Rufy3,0.7606806,Ngdn,1.4765913,Znhit6,0.1798391,Tmem219,2.891205,Acp1,0.4626634,Ncoa1,0.54532963
Gna13,0.759529,Huwe1,1.4727006,Bcas3,0.17891479,Nln,2.8791268,Mark4,0.45663851,Herc1,0.54437715
Srgap1,0.75699073,Dyrk1a,1.4692117,Mettl10,0.17833708,Naa40,2.872869,Fmr1,0.4561726,Tspan5,0.54346275
Snrnp27,0.7540059,Rc3h2,1.4690214,Ppp1r10,0.17747052,Elf2,2.8702784,Nacc1,0.44952112,Larp1b,0.5433865
Ddx3y,0.75033957,Arhgap1,1.4671818,Kdm2a,0.17747052,Nrf1,2.8672838,Cog8,0.44834828,Psmc2,0.5430436
Ildr1,0.75029254,0610037L13Rik,1.466632,Scn9a,0.17741275,Cdk17,2.8670485,Slc7a6os,0.44413888,Shc2,0.54292935
Jazf1,0.7488354,Pum2,1.4658707,Anapc13,0.17683505,Fam168a,2.8644578,Hnrnph2,0.44272503,Puf60,0.54258645
Ehbp1,0.7487179,Rcn1,1.4658707,Cul5,0.17666174,Immp2l,2.857325,Casp7,0.44266078,Rmnd5a,0.54254836
Pigv,0.74827135,Gak,1.4607748,Uty,0.17550632,Hnrnpll,2.8571064,Gtf2h1,0.434483,Zdhhc17,0.5424721
Fcho2,0.74641466,Slc25a23,1.4602461,Tcf4,0.17515971,Zbtb38,2.8517737,Llgl2,0.4342902,Rlim,0.5423578
Pibf1,0.7458976,Arhgef7,1.4566302,Krtcap3,0.17250228,Ska2,2.8485608,Clns1a,0.43417773,Pwwp2a,0.54220545
Kidins220,0.74568605,Pdzrn4,1.4534162,Ptprt,0.17157795,Erbb2ip,2.8479383,Stim1,0.43321374,Commd7,0.5414434
Eif4b,0.745545,Dlg1,1.4524647,Pitpnb,0.16990261,Khsrp,2.847299,Asb7,0.43290848,Rnf169,0.5412529
Psmg1,0.7452395,Tulp3,1.4515766,Vwa9,0.16920936,Prdm16,2.8436823,Ncoa5,0.43014506,Qsox1,0.5391193
Mgea5,0.74310076,Zdhhc21,1.450604,Nxn,0.1687472,Chd1,2.8429422,Tbce,0.42987195,Nudcd3,0.539005
Efcab14,0.74183166,Pigk,1.449166,Pcyox1l,0.16805395,Sergef,2.8347833,Ttc7b,0.42808858,Oxr1,0.5388145
Stim2,0.74169064,Usp19,1.447982,Atxn7,0.16788064,Crk,2.833858,Nxn,0.426498,Bdp1,0.5388145
Plekha5,0.7410326,Ppp2r2b,1.4452542,Tmtc2,0.16770734,Smu1,2.8325965,Plag1,0.4234293,Iscu,0.5381287
Lrba,0.7394344,Adgrl3,1.4451908,Slc39a10,0.16770734,Skiv2l2,2.8281722,Chn1,0.41878614,Fam208b,0.5375572
Dgkz,0.73865885,Mirg,1.4436048,Camk2d,0.16712964,Ipo9,2.8278358,Ctnnal1,0.41476956,Macrod2,0.53584266
5330417C22Rik,0.7372252,Malsu1,1.439989,Tnik,0.16666746,Scarb1,2.8260863,Dnase2a,0.41247207,Sos2,0.53458536
Vps37d,0.73708415,Arhgap35,1.4385089,Phax,0.16608976,Lrch1,2.8231423,Fam175b,0.40806988,Cyld,0.5343568
Bckdhb,0.7347104,Osbp,1.4384454,Rnf111,0.16585869,Nop9,2.819021,Slc44a3,0.40787706,Metap1d,0.53374714
Cdc27,0.73421687,Gcc2,1.4361194,Fam120aos,0.16551206,Flot2,2.8180957,Map3k7,0.40778068,Arih1,0.53298515
Pappa2,0.73388785,Hsf2,1.4337934,Prkaa1,0.16302793,Ets2,2.817776,Eml4,0.4071862,Uqcrq,0.5325279
Pacs1,0.7337468,Rbm27,1.4322921,Zfp810,0.16297017,Dmd,2.8170023,Rundc1,0.40175578,Slc25a23,0.5323374
Ppp6c,0.73207814,Kctd5,1.43096,Golga5,0.16262354,Atp11b,2.8137724,Ube2q2,0.40048653,Rnf121,0.53229934
Fam179b,0.73040944,Tshz3,1.4308965,Adam23,0.1619303,Nup160,2.81352,Hook3,0.39920124,Fam53a,0.53130877
Hook3,0.7279182,Pip5k1a,1.430389,Map3k10,0.16106375,Capza1,2.8121743,Abhd2,0.39664668,Cmtm4,0.5303562
Zfc3h1,0.72580296,Arfgef2,1.428782,Kmt2a,0.16071711,Dusp22,2.8097687,Ino80d,0.38996306,Rprd2,0.5289465
Ralgps1,0.72580296,Bbx,1.4216138,Ppp2r4,0.15967725,Abtb2,2.80955,Zc3h12c,0.38774592,Rab5b,0.52746063
Snx1,0.7241813,Robo2,1.419161,Scai,0.15961948,Tatdn1,2.8064547,Tbc1d15,0.38761738,Foxk2,0.5263176
Rptor,0.72364074,Usp5,1.4179769,Camta1,0.15956171,Acot13,2.8040829,Atg7,0.38596255,Gid8,0.52532697
Sympk,0.7221836,Lrrc42,1.4170253,Pycard,0.15742421,Macrod1,2.801122,Epha3,0.38515922,Pdzd8,0.52300286
Ppp1r12b,0.72187805,Dip2b,1.4162853,Ndfip1,0.15730867,Otud7b,2.8007855,Pef1,0.3846933,Phf14,0.5229267
Pepd,0.72164303,Lancl1,1.4150376,Slc38a10,0.15713535,Cenpt,2.7963781,Crk,0.38173708,Txndc11,0.5218599
Pawr,0.721079,Klc3,1.4145936,Gtf2a1,0.15615326,Xpo7,2.7911632,Dusp5,0.38099802,Matr3,0.5200692
Rev1,0.72002137,Ep300,1.4135363,Clcn4,0.15592217,Bsg,2.7905912,Csnk1g1,0.37667617,Tma7,0.5191929
Ebna1bp2,0.716637,Nme5,1.4128386,Stx18,0.15586442,Baz1a,2.7898343,Usp4,0.37521413,Tmem131,0.51854515
Rap1gds1,0.7155794,Pon3,1.4119716,Nkiras1,0.15574887,Wdr75,2.7895987,Rchy1,0.3751338,Rab5c,0.5184689
Nfkbib,0.7154854,Rbpms,1.4110835,Myo18a,0.1556911,Tanc1,2.7724066,Srpr,0.37473214,Pdcd5,0.51797366
Tmem260,0.71513283,Rapgef4,1.4103223,Ythdf1,0.15563333,Gstcd,2.770388,Mtmr7,0.37185627,Ric8b,0.51694494
1810013L24Rik,0.7127826,Ttc14,1.4097725,Galns,0.15488231,Mri1,2.7668552,Zfp131,0.37153494,Ubr5,0.5164877
Clcn5,0.71200705,Mark4,1.404169,Rdh14,0.15459347,Mfn1,2.7659972,Nufip2,0.36783966,Scamp5,0.51641154
Arhgap23,0.71033835,Cflar,1.4041055,Prkce,0.15187825,2900026A02Rik,2.7595205,Lin52,0.36681142,Sympk,0.5140874
Supt6,0.7095393,Tsen34,1.4031117,Scaf8,0.15124278,Urm1,2.7507563,Chmp4b,0.3658153,Lrp10,0.5138969
Fam114a2,0.70923376,1700088E04Rik,1.4026678,Ppil4,0.15112725,Tead1,2.74719,Zmat5,0.36300367,Osbpl1a,0.5134397
Usp8,0.70615494,Fam222b,1.402414,Mak16,0.14997183,Bcl7c,2.7422106,H2afy2,0.36067405,Lancl1,0.5133254
Ilkap,0.7052148,Ndel1,1.4001092,Stxbp4,0.14898974,Dlc1,2.7404275,Cpq,0.35823196,Lsm14a,0.5124872
Luc7l2,0.70239455,Mysm1,1.3990941,2510039O18Rik,0.14875866,Mtx1,2.7374835,Kbtbd2,0.35689846,Znhit1,0.51233476
Rsbn1,0.7020185,Brwd1,1.3984175,Vbp1,0.14777656,Dguok,2.737349,Tfpt,0.3548741,Dnaja3,0.5122967
Fos,0.69856364,4932438A13Rik,1.3960916,Zfp618,0.14754549,1810043H04Rik,2.7328575,Elovl7,0.35355666,Polb,0.5108108
Fam76b,0.6980936,Tcea1,1.39237,Nrf1,0.14644784,Stx8,2.7291734,Tle2,0.35180542,Slc25a38,0.50928676
Ppt1,0.697412,Mtmr2,1.3903401,Atp9a,0.14598568,Atf1,2.7154126,Ankrd44,0.34640712,Thoc2,0.5092487
Dlg1,0.6963779,Igsf5,1.388881,Micu2,0.14552352,Paip1,2.7148576,Kremen1,0.3410731,Wdr75,0.50841045
Acbd5,0.69506174,Ankrd40,1.382178,Dnajc3,0.14488804,Elp2,2.7013156,Sec11a,0.3400609,Romo1,0.50764847
Zfp871,0.6935811,Tubb4a,1.381311,Fbxo42,0.14338602,Akap7,2.7005756,Ahsa1,0.33837393,Ppp1r9a,0.5076104
Frmd4a,0.6925,Sik3,1.3807824,Ubr2,0.14327048,2700062C07Rik,2.699381,Psmb6,0.33467868,Exosc5,0.50753415
Tmem178b,0.69221795,Msh3,1.3787102,9930021J03Rik,0.14292385,Kcnh7,2.690785,Riiad1,0.3320277,Zfx,0.5065054
Kcnc3,0.6914894,Phka1,1.3725992,Tbc1d22b,0.13968872,Inadl,2.6885982,Hacd1,0.3255851,Ss18,0.50570536
Tbck,0.6906433,Apopt1,1.3724512,Rpap2,0.13887993,Chchd6,2.6874037,Sass6,0.32547262,Cep63,0.5049052
Mdm2,0.69000876,Rapgef1,1.3716054,Hunk,0.13784006,Rfx7,2.6868486,Cep120,0.3249585,Sez6l2,0.50452423
Zcchc6,0.6846502,Pdzd8,1.3713728,Rab11a,0.13674243,Herpud2,2.6839888,Mef2d,0.32378566,Hs2st1,0.5038384
Ggnbp2,0.6845562,Rint1,1.3654522,Unc79,0.1363958,Nipal2,2.680187,Kdm2b,0.32323942,Nktr,0.50307643
Snrk,0.682723,Sst,1.362534,Abce1,0.13570255,Ckap5,2.6801028,Syp,0.31972086,Dstyk,0.5018953
Ddx26b,0.6803962,Med12l,1.3624072,Ift20,0.13558702,Hmg20b,2.6788917,Os9,0.31724665,Fam120a,0.5012095
Smyd3,0.6755547,Rundc1,1.361498,Tbrg4,0.13558702,Usp46,2.6758132,Fopnl,0.31591314,Ddx6,0.49903777
Commd10,0.6727579,Map4k5,1.3559368,Ppwd1,0.13535593,Dnajc3,2.6728692,Bahcc1,0.31581673,Abcb9,0.49892348
Suclg1,0.6710187,Phf12,1.3556619,Smek1,0.13524039,Appl2,2.672516,Bcas3,0.31560788,Clock,0.49812338
Mprip,0.66996115,Lpp,1.3549007,Ap1g1,0.1342583,Pard6g,2.6707666,Lsm1,0.31310153,Naa15,0.49793288
Traf3,0.6696086,Chd9,1.3494452,Tmem260,0.13385391,Ercc1,2.6692357,Cacnb2,0.312732,Gm26760,0.49675176
Dapk1,0.6696086,Ap2a2,1.3488954,Samd10,0.13292958,Nae1,2.6638188,Man1c1,0.31221786,Adprhl2,0.49667558
Topors,0.6679399,Ndfip2,1.3480284,Scaf11,0.13223633,Cnot8,2.6555254,Zswim8,0.31099683,Jkamp,0.49648505
Chd8,0.66688234,Supt6,1.345195,Abhd2,0.1301566,Ppp1r13b,2.6551387,1810013L24Rik,0.31025776,Tgfb2,0.49637076
Csnk1g1,0.663592,Fa2h,1.3445184,Med4,0.1290012,Uqcrc2,2.6535573,Slc4a1ap,0.30955085,Rabggtb,0.4913034
Atp9b,0.6629339,Zc3h14,1.3441378,Cdkn2aip,0.12755693,Zc3h4,2.6499238,Cfap97,0.30882788,Fmr1,0.4910367
Pspc1,0.6621818,Rnf6,1.3418964,Slc27a1,0.12749916,Cops6,2.6443388,Usp14,0.308619,Srr,0.48448348
Usp19,0.66128874,Extl3,1.3411562,Arnt,0.12582383,Snap23,2.6414285,Pygl,0.30699632,Acvr2a,0.48406437
Rhot1,0.6611242,Prkag2,1.3391052,Pigp,0.12565051,Cttn,2.6328492,Agtrap,0.30444175,BC003331,0.48387387
Ambra1,0.654708,Zmym4,1.3389995,Sytl5,0.12478396,Taf6,2.629451,Fbxo30,0.3019354,Brf1,0.48311186
Ngly1,0.65426147,Stxbp1,1.3378999,Mcu,0.12397517,Fnta,2.6278865,Tcf25,0.30066615,Ccdc107,0.48265466
Nf1,0.6531569,Rhot1,1.3362505,Smim4,0.12316639,Zcchc6,2.6188698,Chuk,0.29999137,Clcn5,0.48105446
Iars,0.65301585,Lars,1.3346858,Phf21a,0.12287754,Ptk2,2.618752,Nudcd3,0.29745287,Golph3l,0.47800642
Fam120b,0.65299237,Csde1,1.3342206,Ahcyl2,0.122762,Psma6,2.6182642,Dctn4,0.29742074,Nap1l4,0.4775111
2210016F16Rik,0.6528748,Rnls,1.3332268,Wdr7,0.12241538,Nbeal1,2.616851,Rnf20,0.29560524,Tsc1,0.47713012
Tfam,0.6525458,Stim2,1.330499,Med21,0.120508954,Fstl1,2.6132176,Btg3,0.29306674,Zbtb38,0.4765586
Eepd1,0.650125,Tfg,1.3250437,G630016G05Rik,0.119526856,Cradd,2.609483,Mamld1,0.28753993,Zfp207,0.4756823
Aak1,0.649138,Cd47,1.3211317,Glg1,0.1180826,Ppib,2.5922234,Kcmf1,0.27735385,Trappc12,0.4745774
Iws1,0.64906746,Pced1b,1.3198631,Dmxl1,0.11796706,Cab39,2.591517,Slc25a27,0.27703252,Aldh6a1,0.4743869
Tpcn1,0.64725775,Gpr108,1.3162472,Armc8,0.11785152,Baz1b,2.5893133,Sbds,0.27606854,Crb3,0.47427258
Vps8,0.6468817,Ankib1,1.3161204,Supt6,0.11629172,Bcl11a,2.5886402,Cbll1,0.27573115,Zfp740,0.47373918
Snx13,0.6447665,Tmem131,1.3147248,Chm,0.1159451,Nono,2.5848048,Polr3k,0.2690636,Sccpdh,0.47339627
Pogz,0.64265126,Dmtf1,1.3139212,Nudt13,0.115251854,Sap30bp,2.5847375,Tcea1,0.26845306,Adck4,0.47293907
Brd7,0.6420402,D17Wsu92e,1.3129909,Syap1,0.11461638,Cep192,2.5837786,Slmap,0.2680032,Bclaf1,0.47293907
Zmym3,0.6404185,Klhl2,1.3124411,Ppp2r2d,0.11415422,0610009O20Rik,2.5823488,D930015E06Rik,0.26708743,Limk2,0.472901
Stxbp5,0.6400425,Ptpn9,1.3120605,Matr3,0.11195894,Dym,2.5821974,Klf3,0.26472566,Atg4d,0.47168177
1700030K09Rik,0.63663465,Tmem186,1.3104746,Ddx50,0.1118434,Zscan26,2.5753844,Ppp1cb,0.2627977,Tsg101,0.47164366
Qsox2,0.63663465,Bend7,1.3103266,Tbc1d12,0.11109239,Creb5,2.5737357,Osbpl8,0.2612714,Chn2,0.46829084
Rnf121,0.6352715,Tmem87b,1.3061609,Slc30a6,0.11109239,Hook2,2.5721376,Snx5,0.25627476,Spast,0.46806225
Rabgef1,0.6332503,Axin1,1.3061398,Dhx32,0.109185964,Abcb8,2.5684705,Cep95,0.25555176,Fbxo34,0.46741453
Setd7,0.6330858,Cuedc1,1.3050191,Pxmp4,0.10912819,Fntb,2.5671582,Smarcc2,0.25511798,Tram1,0.46630964
Cab39l,0.6275157,Mtf1,1.3043636,Fbxl20,0.10907043,Alg14,2.5670068,Atg4d,0.2533828,9030622O22Rik,0.46623343
Yme1l1,0.6271632,Stat5b,1.3017627,Lyplal1,0.10883934,Arhgap12,2.559336,Foxp2,0.25278836,Csnk1d,0.4652428
Abcb8,0.6267166,Wnk3,1.2994156,Ablim1,0.10866603,Ppp1cc,2.5581248,Smim7,0.25217783,Arhgap5,0.46482372
Eps15l1,0.62608206,Zzz3,1.2954192,Sart1,0.10710623,Plekhg3,2.5578892,Mboat4,0.24923769,Dnajc24,0.4646332
Zc3h7b,0.6251419,Arih2,1.2951443,Grk5,0.10543089,Tardbp,2.5571659,Crtc1,0.24891636,Suz12,0.4631854
Cdo1,0.6237318,Snx13,1.292903,Gnl3l,0.105257586,Zfp106,2.5571322,Atf7ip,0.24575128,Dcaf6,0.4625377
Rims2,0.6224862,Arhgef3,1.2918668,Slu7,0.10514204,Phf3,2.5570986,Edc3,0.24506043,Polr2b,0.46162328
Dennd1a,0.62048846,Atm,1.2913804,Arhgap32,0.10508427,Pik3c2a,2.5445492,Stam,0.24491583,Mob1b,0.46059456
Ulk2,0.6194543,Nlk,1.2901752,Atp9b,0.10410217,Zfp1,2.5426483,Atp8b1,0.24165435,Lin37,0.4602517
Smim7,0.61891377,Snx8,1.2900906,Upf2,0.102657914,Rhoq,2.538611,Rnf214,0.24134909,Pafah1b2,0.45914677
Klhl26,0.61839676,Mon1a,1.2869611,Eif1,0.10138697,Kifc5b,2.5303512,Tbl1xr1,0.23993525,Noct,0.45910868
Met,0.61834973,Llgl2,1.2865382,Vps45,0.1013292,Amotl2,2.5302167,Caap1,0.23858568,Pdlim7,0.45884198
Ttc7b,0.6170571,Scly,1.2846986,Rab27a,0.101155885,C2cd3,2.5298803,Gpr108,0.23800729,Cep44,0.45678455
Thsd4,0.61691606,Cep126,1.2844448,Slc25a27,0.10080926,Trim44,2.5279624,Polr2i,0.2376217,Kdm4c,0.45587015
Arhgap32,0.6110405,Cacna1a,1.284318,Bod1l,0.099653855,Dpagt1,2.5267513,Dcun1d3,0.2372843,Smarcad1,0.45491764
Scin,0.6097478,Crtc1,1.2832818,Larp1b,0.09907615,Rps6kb1,2.5244298,Sdha,0.23649704,Irf3,0.4528602
Lmbr1,0.6096068,Fam208a,1.2830915,Vwa5b2,0.09722751,Cebpg,2.5222597,Zdhhc1,0.23627211,Pdia5,0.45236492
1810041L15Rik,0.6088312,Rev3l,1.2772554,Sulf1,0.09682311,Ppard,2.5143533,Elp5,0.23564553,Traf3ip2,0.45175532
Gmpr2,0.6074211,Phc2,1.2771497,Ctr9,0.09624541,Ddb1,2.5135963,Fyn,0.23389429,Zmynd11,0.4511457
Ptpn4,0.606481,Atg16l1,1.2750351,Zfp280d,0.09595656,Ccny,2.5110562,Casc3,0.23288211,Xrn1,0.4507266
Atp9a,0.60537636,Fosb,1.2730476,Drg1,0.09537885,Smim22,2.5100803,Puf60,0.23288211,Tstd2,0.4506885
Irf2,0.6025796,Spag9,1.2709965,Rnf138,0.09526331,Gon4l,2.509172,Lrp5,0.22949211,Synrg,0.4506123
Macrod2,0.6012399,Ddx3x,1.2708696,Dpagt1,0.09376128,Bcl2l1,2.506901,Prcp,0.22518632,Ube2z,0.4504218
Tmtc2,0.5953878,Itgav,1.2680995,Smurf2,0.09324135,Ppp2r5a,2.5058076,Snx30,0.224624,Stau2,0.4497741
Fam117b,0.59461224,Smg9,1.2671903,Tardbp,0.09081499,Nol11,2.5015683,Brf1,0.22272816,G630016G05Rik,0.44935498
Igfbp7,0.5944712,Parp8,1.2653084,Yipf1,0.09006398,Cpox,2.5004919,Spata7,0.22245504,Eya3,0.4493169
Slc35a1,0.59435374,Fhod3,1.2652239,Trappc1,0.08989067,Nup214,2.4991124,Ptbp2,0.22195698,Immp2l,0.4492026
Ubap2,0.59435374,Nf1,1.2589649,Mcf2l,0.08867749,Wdr34,2.4973629,Cntrl,0.22179632,Fam3c,0.44855487
Preb,0.59393066,Baz2a,1.2582881,Mtmr2,0.087868705,Aqr,2.4942172,Vdac2,0.2206074,Map3k10,0.44672605
Rab3gap2,0.59301406,Stxbp5,1.2562793,Flot2,0.087406546,Rufy1,2.4933424,Itsn2,0.22010934,Ube2n,0.44661176
Rbx1,0.5894652,Pds5b,1.255497,Kank2,0.086366676,Cit,2.4825928,Chchd3,0.21760298,Sepsecs,0.44554496
Slc35b1,0.5883606,Lrba,1.2548416,Mettl1,0.08590452,Tsc22d2,2.480322,Hgsnat,0.2154983,Ubr3,0.44527826
Usp4,0.5872795,Zfp612,1.2539111,Zcchc16,0.08578897,Creb3l2,2.4740303,Slc16a2,0.21421298,Cdc42se2,0.44409716
Lcor,0.58208543,Srrm1,1.2483922,Srrm2,0.08428694,Ubr5,2.469539,Ube2l3,0.21239749,Sf3b3,0.44371614
Fbxw11,0.58048725,Arhgef9,1.2457913,Tm9sf4,0.08405586,Arhgap21,2.4636173,Zfp664,0.20915207,Sap130,0.44291604
Nol4,0.5781135,Brd4,1.245453,Dctn2,0.08394032,Elavl1,2.4620025,Sh2d3c,0.20704737,Itgb3bp,0.44215402
Lrrfip2,0.57552826,Phyhipl,1.244438,Braf,0.08249606,Gys1,2.4594455,Ss18,0.1986768,Suds3,0.44143012
Gripap1,0.5740946,Ube2o,1.2436557,Smarca2,0.08243829,Thoc7,2.4553745,Eif2b1,0.19821088,Ints3,0.44131583
Golga5,0.5731545,Ccnt2,1.2415624,Zfp410,0.08018525,Capns1,2.4524474,Gm15441,0.19800201,Snx12,0.44123963
Pkia,0.5726609,Ubr2,1.2402302,Fam188a,0.08012748,Ppp2r3a,2.4514213,Senp5,0.19772889,Supt6,0.44009662
Nbeal1,0.5725904,Igf2r,1.238158,Frs2,0.0798964,Sin3a,2.450311,Crtc3,0.1950458,Osbpl8,0.4399442
Fem1c,0.5723554,Irf2,1.2315395,Ncoa6,0.07972309,Rnf38,2.448427,Rars,0.19099706,Ccdc12,0.4393346
Tmem59,0.5711568,Slc30a7,1.2305034,Dip2b,0.0789143,Nynrin,2.4473336,Golga5,0.19019376,Cask,0.4392203
Irf3,0.56993467,Ccnl2,1.2284311,Fam149b,0.07706565,Mvb12b,2.4450457,Prpf4b,0.18958323,Zfp414,0.43910602
Rbm42,0.56610376,Ids,1.2277757,Slc12a7,0.07700788,Dcun1d5,2.443212,Usf3,0.18948683,Xrcc4,0.4378868
Stt3a,0.56476414,Unc119b,1.2242656,Kif12,0.07643018,Gtf2h2,2.4424045,Nfrkb,0.18943863,Ptch1,0.4371629
Pign,0.5626254,Mtpn,1.2229968,Ssh2,0.076314636,Grin3a,2.4419672,Plcl1,0.18927796,Nars2,0.4361342
Prr14,0.5608862,Zdhhc2,1.222743,Ccdc112,0.076025784,Tcn2,2.4388382,Iqcb1,0.18735,Capn15,0.43548647
Lonp2,0.5597346,Rsrc2,1.2173088,Stk4,0.075563625,Nsmce1,2.4362645,Fbxo18,0.18672341,Reps1,0.43537217
Fam178a,0.558724,Mfap3,1.2167802,Ccdc88a,0.07487038,Dynll1,2.435272,Tomm70a,0.18297996,Lrrc59,0.43495306
Anks1,0.55834794,Col4a3bp,1.2162726,Hdgfrp2,0.07417713,Stag1,2.4326477,Dstyk,0.18198383,Ifrd1,0.43415296
Itsn2,0.5551046,Chm,1.2147925,Wdfy1,0.074061595,Slc31a1,2.4321766,Cebpg,0.1776459,Tmem33,0.43339097
Adck4,0.5547756,Itch,1.2135237,Capn15,0.07388828,Etfdh,2.4306962,Zfp710,0.17578222,Rora,0.43270516
Cenpc1,0.55430555,Usp36,1.2130163,Ntmt1,0.073541656,Ercc6l2,2.4299393,Ctage5,0.17505923,Zfp821,0.43255275
Kansl1,0.5538825,Aff4,1.2087872,Uqcc1,0.07336835,Zmat5,2.4272478,Zfp608,0.17359719,Chst8,0.43201935
Atp5s,0.55381197,Sptlc1,1.208618,Mdm1,0.07331058,Pigu,2.4261205,Slc12a7,0.17300273,Orc3,0.43190506
Dmd,0.55291885,Ddx24,1.2080895,Ppp2r2b,0.07296395,Hsdl2,2.4254813,Naa25,0.17102657,Ndufb9,0.43129545
Dstyk,0.5523783,Ccz1,1.2057424,Pdcd6ip,0.07065314,Hdlbp,2.4237654,Hdac3,0.16858448,Erc1,0.43110493
